Title	Publisher/Author	F	GRL	Box	#books	minlevel	maxlevel	#ords	keyword
Twins	Perfection Learning	F	Purple	70	10	50	50		
Two	Dominie Collection	F	Green	40	1	7	7	84	
Two Foolish Cats	Literacy L2000	F	Red	48	4	20	20		
Two is A Pair	Dominie Collection	F	Green	40	6	7	8	78	
Two Little Dogs	Wright	F	Green	26	1	7	7	74	
Two little ducks get lost	Rigby	F	Green	67	12	10	10	178	
Two Little Goldfish	Rigby	F	Red	3	2	16	16	344	
Two Plus Two	Dominie Press	F	Dark Blue	22	4	2	2	44	
Two Red Tugs	Rigby	F	Red	47	4	20	20	547	
Uncle Tease		F	Light Blue	49	13				
Under My Bed	Literacy 2000	F	Green	64	6	5	5	42	
Under the Bed	Rigby Smart Start	F	Dark Blue	7	7	1	1	28	
Under the Big Top	Wright Group	F	Green	61	4				
Under the Big Top	Wright Group	F	Orange		3				
Under the Sky	CTP	F	Green	51	1				
Up and Down	Rigby PM Plus	F	Dark Blue	26	2	2	2	81	
Up in the sky	Rigby	F	Dark Blue	1	8	1	1	56	
Up, Down, Round and Round	Houghton Mifflin	F	Green	1	7	1	1		
Vagabond Crabs	Literacy 2000	F	Orange		4				
Valentine's Day	Wright	F	Green	38	3	7	8		
Valentine's Day	Wright Group	F	Orange	18	2	1	1		
Veronica the Show-off	Scholastic	F	Lime	30	3				
Vicky the High Jumper	Literacy 2000	F	Red	64	2	20	20	250	
Virginia Hamiltom	Scholastic	F	Lime		10	40	40		
Visitors	Literacy Tree	F	Green	15	10	6	6	46	
Voices	Book Blazers	F	Lime	41	10				
Waiting	Rigby Literacy Tree	F	Orange	27	3	12	12	59	
Waiting for Anya	Scholastic	F	Purple	29	2				
Wake Up, Dad	Rigby PM	F	Dark Blue	66	22	3	3	67	
Walk Two Moons	Scholastic	F	Neon Red	26	2				
Walk, ride, run	Rigby	F	Green	27	14	6	6	116	
Walking	Literacy 2000	F	Yellow	99	7	28	28	250	
Walking in the Jungle	Sundance	F	Green	11	3	5	6	113	
Walking the Dog	ETA-	F	Yellow	71	10	24	24		
War Comes to Willy Freeman	Collier	F	Lime	19	4	44	44		
Washing the Dog	Alpha Kids	F	Green	28	5	7	7	120	
Water	Carousel readers	F	Dark Blue	61	1	3	3		
Water Falling 	Literacy Tree	F	Green	9	4	4	4	41	
Waves	Literacy Tree	F	Green	38	3	7	8	70	
We can run	Rigby PM	F	Dark Blue	50	46	3	3	77	
We dress up	Rigby	F	Dark Blue	4	7	1	1	56	
We go out	Rigby PM	F	Dark Blue	22	7	1	1	41	
We like fish	Rigby	F	Dark Blue	94	50	4	4	109	
We Make Pizza	Carousel readers	F	Dark Blue	80	1	4	4		
We Went To The Movies	Sprout	F	Dark Blue	76c	12	3	3	26	
We went To The Zoo	Sundance	F	Dark Blue	44	7	2	2	32	
Weather	Rigby	F	Dark Blue	15	6	1	1	14	
Welcome to First Grade - Bee My Valentine	Cohen	F	Orange	28	9	13	14	250+	
We're Behind You George Washington	Perfection Learning	F	Light Blue	bk wall	4	38	38		
We're Off to Thunder Mountain	Mondo	F	Red	54	6	20	20		
Western Wind	Yearling	F	Purple	19	1				
Westward to Home- Joshua's Oregon Trail Diary	Scholastic	F	Light Blue	bk wall					
Wet Weather Camping	Rigby	F	Red	19	3	18	18		
What a Day	Literacy Tree	F	Lime	49	10	40	40	250	
What A Mess	Rigby	F	Dark Blue	7	5	1	1	14	
What a Vacation	Sundance	F	Purple	61	6				
What About Bennie	Literacy Tree	F	Orange	28a	29	12	13	124	
What Are You?	Literacy Tree	F	Dark Blue	2	20	1	1	27	
What Can Fly	Literacy 2000	F	Dark Blue	27	2	2	2	28	
What did Ben Want?	Rigby	F	Dark Blue	15	8	1	1	28	
What Did Kim Catch?	Rigby	F	Dark Blue	68	28	3	4	48	
What Did They Want?	Rigby	F	Dark Blue	78c	8	3	4	28	
What Do I See In the Garden?	Wright Group	F	Green	41	5	9	9		
What Do You See	Carousel Teaders	F	Dark Blue	34	9	2	2		
What Fell Out?	Carousel readers	F	Dark Blue	97	1	5	5		
What Goes in the Tub / Bathtub	Literacy Tree	F	Dark Blue	64	15	3	3	33	
What Has Spots	Literacy Tree	F	Dark Blue	41	8	2	2	33	
What I Left on My Plate	Dominie Press	F	Dark Blue	78	6	2	3	54	
What I Like at School	Sundance	F	Dark Blue	61	4	3	4	64	
What If…	Dominie Collection	F	Green	40	5	7	8	57	
What is Bat	Literacy Tree	F	Orange	13	26	12	12	136	
What Is It?	Sprout	F	Dark Blue	76b	12	12	14	31	
What Is Red	Literacy Tree	F	Dark Blue	41	30	2	4	30	
What Tommy Did	Literacy 2000	F	Green	29	4	7	8	125	
What We Like	Sundance	F	Green	40	6	7	8	71	
What Would You Do?	Wright Group	F	Orange	47	5	15	15		
Whatever Will These Become?	Literacy 2000	F	Green						
What's Around the Corner	Rigby Literacy Tree	F	Green	9	4	4	4	94	
What's Coming for a Ride?	Literacy 2000	F	Dark Blue	28	5				
What's Cooking	Book Shop	F	Orange		9				
What's In A Name	Rigby PM	F	Light Blue	4	11	30	30		
What's on Your T-shirt	Carousel readers	F	Dark Blue	61	1	3	3		
What's the Matter With Herbie Jones?	Scholastic	F	Light Blue	75	1	38	38		
What's the Time, Mr. Wolf?	Rigby	F	Dark Blue	60	6	3	3		
What's the Trick	Perfection Learning	F	Lime	49	2	40	40		
What's Up	Harcourt Brace	F	Green	46	1	9	9	63	
When Grandpa Visits	Houghton Mifflin	F	Green	1	3	1	1		
When I Pretend	Literacy Tree	F	Dark Blue	87	30	3	4	40	
When I Was Sick	Literacy Tree	F	Green	43	5	9	10	53	
When I Was Young in the Mountains	Scholastic	F	Yellow	29	1	24	24		
When I'm Older	Literacy Tree	F	Green	46	3	9	10	156	
When It Rains	Kaeden Group	F	Green	41	3	9	9		
When Robins Sing	Twig	F	Orange	25	1	13	13		
When The Circus Comes To Town 	Sundance	F	Dark Blue	14	9	1	1	40	
When the Moon Was Blue	Literacy Tree	F	Orange	49	2	15	15	175	
Where are the babies?	Rigby PM	F	Dark Blue	18	51	2	2	81	
Where Are the Car Keys	Windmill Books	F	Dark Blue	34	5	2	2	41	
Where are the sunhats?	Rigby PM	F	Green	10	25	5	6	130	
Where Can a Hippo Hide? 	Ready Readers	F	Green	13	6	5	6	41	
Where Can Kitty Sleep?	Windmill Books	F	Dark Blue	34	2	2	2	15	
Where Does Everybody Go?	Houghton Mifflin	F	Green	1	3	1	1		
Where Does the Wind Go?	Mondo	F	Yellow	98	16	28	28		
Where is Gabby?	Pioneer Valley	F	Dark Blue	8	4	1	1	21	
Where is Hannah?	Rigby	F	Green	49	22	9	10	143	
Where Is My Pet?	Rigby	F	Dark Blue	15	8	1	1	34	
Where is the School Bus?	Carousel readers	F	Dark Blue	97	1	5	5		
Where the Red Fern Grows	Rawls	F	Neon Red	23	2	60	60		
Where's Sylvester's Bed?	Wright Group	F	Green	41	5	9	9		
Which Way, Jack?	Rigby	F	Light Blue	18	26	38	38	250	
White Fang	Scholastic	F	Purple	49	2				
Who Ate the Lettuce	Literacy Tree	F	Dark Blue	72	18	3	3	28	
Who Can See the Camel?	Wright Group	F	Green	1	3	5	5	70	
Who Ever Heard of A Tiger in a Tree	Garrard	F	Red	59	3				
Who Helps You?	Sprouts	F	Dark Blue	95	12	4	4	33	
Who Likes Ice Cream	Rigby	F	Dark Blue	2	22	1	1	15	
Who Made These Tracks	Literacy Tree	F	Dark Blue	28	25	2	2	24	
Who Pushed Humpty	Literacy Tree	F	Red	poetry1	5	20	20	250	
Who Reads?	Dominie Press	F	Dark Blue	28	6	2	2	25	
Who Took the Cookies from the Cookie Jar	Scholastic	F	Green	51	2	9	10		
Who Took the Cookies from the Cookie Jar?	Scholastic	F	Green	47	1	9	10		
Who Took the Farmer's Hat?	Scholastic	F	Red	7	2	16	17		
Who Wears This Hat	WrightGroup	F	Dark Blue	34	7	2	2	42	
Who's Coming for a Ride?	Literacy 2000	F	Dark Blue	33	28	2	2	25	
Who's In the Shed?	Rigby	F	Orange	 big book	6	16	16		
Whose Shoes?	Twig Books	F	Green	18	4	6	6	84	
Why Can't I Fly?	Scholastic	F	Orange	12a	1	12	12	449	
Why Elephants Have Long Noses	Rigby Literacy Tree	F	Orange	Tales	4	12	12	175	
Why is the Sea Salty	Literacy 2000	F	Yellow	Tales	10	23	24		
Why Mosquitos Buzz in People's Ears	Scholastic	F	Light Blue	79	5				
Why RabbitsHave Long Ears	Literacy 2000	F	Yellow	74	4	24	24	250	
Why?	Twig Books	F	Green	18	4	6	6	68	
Wild Bird and Other Stories of Adventure	Orbit	F	Lime	44	17				
Will It Fit	Steck-Vaughn	F	Dark Blue	77	4				
Winter Camp	Scholastic	F	Purple	57	4				
Winter Fun	Dominie 	F	Dark Blue	11	2	1	1	13	
Winter Fun	Dominie Press	F	Dark Blue	78b	6	3	4	13	
Winter on the Ice	Rigby PM	F	Yellow	7	15	20	20	506	
Winter Sleep	Gage	F	Orange	51	2				
Witch Way to the Country	Yearling	F	Yellow	76	2	24	24		
Woodsong	Scholastic	F	Purple	65	4				
Woof	Literacy Tree	F	Dark Blue	72	29	3	3	40	
Woolly Woolly	Literacy 2000	F	Green	32	4	8	8	136	
Words are Everywhere	Rigby Literacy Tree	F	Green	36	4	M	M	46	
Worms	Literacy 2000	F	Green	34	5				
Yellow Overalls	Literacy Tree	F	Yellow	59	7	23	24	250	
Yes, I Can	Dominie Press	F	Dark Blue	78b	7	3	4	30	
Yes, I Can!	Ready Readers	F	Green	13	6	5	6	45	
Ying	Rigby	F	Green	41	2	9	9		
You Can Play Soccer	Sprouts	F	Dark Blue	97	12	44	44	37	
You Look Funny	Troll Associates	F	Orange	17	6				
You Shouldn't Have to Say Goodbye	Scholastic	F	Lime	12	1	44	44		
Zack's House	Pioneer Valley Press	F	Green	26	2	6	6	114	
Zac's Story	Sundance	F	Red	66	3	18	20		
Zoe at the Fancy Dress Ball	Literacy 2000	F	Red	32	3	18	18		
